files,sents,target
复 杂 背 景 下 车 牌 识 别 算 法 的 研 究 与 实 现,3 、 字 符 识 别 算 法 。,0
复 杂 背 景 下 车 牌 识 别 算 法 的 研 究 与 实 现,本 文 的 算 法 在 2 0 1 0 平 台 上 实 现 ， 编 程 语 言 + + ， 使 用 了 计 算 机 视 觉 工 具 库 1 . 0 。,0
复 杂 背 景 下 车 牌 识 别 算 法 的 研 究 与 实 现,本 文 对 传 统 的 两 种 算 法 提 出 了 改 进 ， 详 细 论 述 了 改 进 后 的 两 种 算 法 ， 即 基 于 多 阈 值 和 连 通 域 的 字 符 分 割 算 法 、 基 于 字 符 间 距 和 二 值 投 影 的 字 符 分 割 算 法 。,1
复 杂 背 景 下 车 牌 识 别 算 法 的 研 究 与 实 现,引 入 卷 积 神 经 网 络 ， 针 对 汉 字 和 字 母 数 字 的 不 同 特 征 ， 设 计 不 同 的 网 络 结 构 ， 从 而 对 字 符 进 行 识 别 ， 同 时 该 算 法 其 鲁 棒 性 好 ， 提 升 了 应 对 复 杂 环 境 的 能 力 。,1
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,近 年 来 ， 随 着 人 工 智 能 技 术 的 飞 速 发 展 ， 许 许 多 多 专 家 学 者 开 始 将 注 意 力 集 中 在 人 工 智 能 技 术 与 教 育 的 结 合 上 。,0
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,利 用 人 工 智 能 技 术 定 义 全 新 的 教 育 模 式 ， 实 现 计 算 机 自 动 求 解 、 自 动 辅 导 等 功 能 ， 为 学 生 提 供 快 速 、 公 平 、 系 统 并 且 量 身 定 制 的 教 育 资 源 。,0
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,这 对 提 升 教 育 质 量 ， 降 低 教 育 成 本 和 创 新 教 育 模 式 有 着 十 分 重 要 的 意 义 。,0
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,本 论 文 的 研 究 内 容 是 仅 在 输 入 原 始 初 等 数 学 题 目 的 基 础 上 ， 对 题 目 进 行 自 动 类 人 求 解 ， 简 称 “ 高 考 机 器 人 ” 。,0
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,其 中 以 引 擎 搭 建 部 分 为 重 点 ， 讲 述 了 三 种 不 同 的 复 杂 逻 辑 推 理 组 织 方 式 ， 并 采 用 “ 先 正 后 逆 ” 推 理 方 式 构 建 推 理 引 擎 。,0
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,随 后 研 究 了 推 理 引 擎 与 符 号 计 算 平 台 之 间 的 联 系 ， 通 过 符 号 计 算 提 供 的 计 算 服 务 为 具 体 的 问 题 的 计 算 推 理 打 下 支 撑 。,0
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,类 人 求 解 中 ， 在 推 理 的 基 础 上 ， 设 计 基 于 的 搜 索 算 法 ， 重 构 类 人 求 解 过 程 。,0
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,2 初 等 数 学 函 数 问 题 的 知 识 表 示 在 自 然 语 言 处 理 ， 的 支 持 下 ， 本 文 主 要 研 究 对 初 等 数 学 中 的 函 数 问 题 进 行 基 于 一 阶 谓 词 逻 辑 的 知 识 建 模 。,0
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,通 过 统 计 、 整 理 和 分 析 ， 将 函 数 知 识 大 致 分 为 三 类 ： 实 体 知 识 ， 属 性 知 识 ， 实 体 与 实 体 之 间 关 系 的 知 识 。,0
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,3 初 等 数 学 函 数 问 题 的 推 理 规 则 以 函 数 问 题 为 代 表 的 代 数 知 识 推 理 ， 具 有 与 几 何 知 识 推 理 完 全 不 同 的 特 性 ： 计 算 性 和 开 放 性 。,0
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,计 算 性 是 指 推 理 依 据 体 现 在 计 算 结 果 中 ， 是 典 型 的 “ 予 理 于 算 ” 。,0
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,开 放 性 是 指 推 理 知 识 不 收 敛 ， 是 一 个 无 限 扩 张 的 集 合 。,0
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,基 于 此 特 点 ， 在 函 数 问 题 的 规 则 推 理 中 采 用 规 则 流 推 理 和 普 通 规 则 推 理 相 结 合 的 方 式 。,0
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,规 则 流 允 许 用 户 自 定 义 流 程 结 构 以 规 定 规 则 匹 配 执 行 顺 序 ； 普 通 规 则 只 需 条 件 满 足 匹 配 就 能 执 行 。,0
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,在 普 通 规 则 的 研 究 中 ， 将 规 则 划 分 为 计 算 规 则 、 逻 辑 规 则 和 联 想 规 则 。,0
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,利 用 本 文 提 出 推 理 引 擎 组 织 结 构 和 相 关 理 论 方 法 ， 最 终 构 建 出 一 个 通 用 的 复 杂 逻 辑 与 计 算 推 理 引 擎 ， 并 实 现 了 一 个 较 完 善 的 函 数 推 理 规 则 库 。,0
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,使 得 函 数 问 题 综 合 求 解 正 确 率 达 到 6 7 % ， 平 均 求 解 时 间 不 超 过 5 分 钟 。,0
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,它 主 要 包 含 如 下 几 点 ： 1 复 杂 逻 辑 与 计 算 推 理 引 擎 的 研 究 和 构 建 主 要 研 究 复 杂 逻 辑 与 计 算 引 擎 的 组 织 结 构 与 核 心 算 法 设 计 ， 针 对 出 现 问 题 给 出 相 应 解 决 方 案 。,1
复 杂 逻 辑 与 计 算 推 理 引 擎 的 设 计 及 其 在 函 数 问 题 的 应 用,从 复 杂 逻 辑 推 理 引 擎 研 究 与 构 建 ， 复 杂 逻 辑 与 计 算 推 理 和 类 人 求 解 三 个 方 面 分 析 了 复 杂 逻 辑 与 计 算 推 理 引 擎 的 结 构 和 组 成 等 内 容 。,1
复 杂 道 路 情 况 下 的 防 碰 撞 技 术 的 研 究,随 着 国 民 经 济 的 高 速 发 展 和 城 市 化 进 程 的 加 快 ， 我 国 机 动 车 拥 有 量 急 剧 增 加 ， 交 通 事 故 的 问 题 日 益 加 剧 。,0
复 杂 道 路 情 况 下 的 防 碰 撞 技 术 的 研 究,在 城 市 交 通 事 故 中 ， 绝 大 部 分 都 是 由 于 车 辆 发 生 碰 撞 造 成 的 ， 带 来 了 严 重 的 经 济 损 失 。,0
复 杂 道 路 情 况 下 的 防 碰 撞 技 术 的 研 究,可 靠 的 碰 撞 检 测 和 避 免 系 统 是 不 可 或 缺 的 ， 本 文 的 车 辆 防 碰 撞 方 案 由 车 辆 检 测 模 型 、 车 辆 追 踪 模 型 、 防 碰 撞 判 决 模 型 三 个 部 分 组 成 。,0
复 杂 道 路 情 况 下 的 防 碰 撞 技 术 的 研 究,所 使 用 的 信 号 为 通 用 车 载 雷 达 信 号 ， 将 雷 达 信 号 输 入 检 测 器 中 进 行 车 辆 检 测 ， 判 断 前 方 有 无 车 辆 出 现 ， 得 到 检 测 距 离 和 检 测 概 率 。,0
复 杂 道 路 情 况 下 的 防 碰 撞 技 术 的 研 究,如 果 前 方 有 车 出 现 ， 通 过 对 前 车 状 态 信 息 的 观 测 ， 利 用 卡 尔 曼 滤 波 算 法 对 目 标 车 辆 进 行 实 时 追 踪 ， 预 测 目 标 车 辆 的 行 驶 轨 迹 ， 得 到 前 车 的 预 测 行 驶 模 型 。,0
复 杂 道 路 情 况 下 的 防 碰 撞 技 术 的 研 究,输 入 防 碰 撞 判 决 模 型 进 行 判 决 ， 做 出 后 车 是 否 应 该 刹 车 的 判 断 。,0
复 杂 道 路 情 况 下 的 防 碰 撞 技 术 的 研 究,本 文 主 要 完 成 如 下 工 作 ： 第 一 ， 通 过 证 明 基 于 的 时 空 相 关 性 检 测 器 性 能 较 好 ， 特 别 是 基 于 频 域 的 检 测 器 性 能 表 现 最 好 ， 在 距 离 较 远 的 情 况 下 就 能 够 准 确 检 测 到 前 方 车 辆 ， 为 驾 驶 员 提 供 更 多 的 可 操 作 时 间 。,0
复 杂 道 路 情 况 下 的 防 碰 撞 技 术 的 研 究,第 二 ， 通 过 检 测 器 与 卡 尔 曼 滤 波 器 ， 将 车 辆 的 检 测 与 追 踪 结 合 起 来 。,0
复 杂 道 路 情 况 下 的 防 碰 撞 技 术 的 研 究,与 其 他 防 碰 撞 方 案 相 比 ， 本 文 所 提 出 的 防 碰 撞 方 案 采 用 了 性 能 优 良 的 信 号 检 测 器 。,0
复 杂 道 路 情 况 下 的 防 碰 撞 技 术 的 研 究,在 道 路 环 境 复 杂 ， 环 境 噪 声 较 大 的 情 况 下 ， 仍 然 可 以 准 确 的 检 测 到 前 方 车 辆 ， 增 加 了 检 测 距 离 ， 提 升 了 检 测 概 率 。,0
复 杂 道 路 情 况 下 的 防 碰 撞 技 术 的 研 究,其 次 ， 本 文 提 出 的 防 碰 撞 方 案 中 ， 引 入 了 卡 尔 曼 滤 波 器 对 目 标 车 辆 进 行 实 时 追 踪 ， 能 够 预 测 目 标 车 辆 的 行 驶 轨 迹 ， 得 到 目 标 车 辆 的 预 测 行 驶 模 型 ， 根 据 目 标 车 辆 预 测 行 驶 模 型 的 变 化 ， 实 时 的 采 取 相 应 的 制 动 措 施 。,0
复 杂 道 路 情 况 下 的 防 碰 撞 技 术 的 研 究,不 需 要 事 先 知 道 前 车 真 实 的 行 驶 模 型 ， 并 且 适 用 于 车 辆 真 实 行 驶 模 型 不 断 变 化 的 情 况 。,0
复 杂 道 路 情 况 下 的 防 碰 撞 技 术 的 研 究,最 后 ， 本 文 假 设 的 防 碰 撞 仿 真 实 验 场 景 充 分 考 虑 了 交 通 中 的 真 实 场 景 ， 引 入 了 车 辆 转 弯 的 情 况 ， 实 验 结 果 更 具 有 真 实 性 。,0
复 杂 道 路 情 况 下 的 防 碰 撞 技 术 的 研 究,通 过 仿 真 实 验 证 明 ， 本 文 所 提 出 的 的 复 杂 道 路 情 况 下 的 防 碰 撞 方 案 切 实 可 行 ， 能 够 提 高 驾 驶 过 程 的 安 全 性 ， 有 效 避 免 碰 撞 。,0
复 杂 道 路 情 况 下 的 防 碰 撞 技 术 的 研 究,因 此 ， 为 了 解 决 车 辆 碰 撞 问 题 ， 本 文 对 复 杂 道 路 情 况 下 防 碰 撞 技 术 做 了 大 量 理 论 推 导 和 实 验 研 究 ， 并 提 出 了 一 套 即 时 可 靠 的 车 辆 防 碰 撞 方 案 。,1
复 杂 道 路 情 况 下 的 防 碰 撞 技 术 的 研 究,第 三 ， 利 用 卡 尔 曼 滤 波 算 法 对 目 标 车 辆 进 行 实 时 追 踪 ， 预 测 目 标 车 辆 的 行 驶 轨 迹 ， 得 到 前 车 的 预 测 行 驶 模 型 ， 结 合 防 碰 撞 判 决 模 型 提 出 了 复 杂 道 路 情 况 下 的 防 碰 撞 方 案 。,1
多 + 网 络 互 联 技 术 研 究 与 实 现,无 线 自 组 织 网 已 经 广 泛 地 应 用 在 军 事 通 信 、 灾 害 地 区 临 时 通 信 、 偏 僻 地 区 通 信 等 方 面 。,0
多 + 网 络 互 联 技 术 研 究 与 实 现,由 于 自 组 织 网 络 协 议 以 及 自 组 织 设 备 性 能 的 局 限 性 ， 无 法 应 对 自 组 织 网 络 规 模 增 大 时 自 组 织 节 点 之 间 多 跳 的 性 能 瓶 颈 ， 因 此 自 组 织 网 络 呈 现 出 小 规 模 、 分 布 零 散 的 特 点 。,0
多 + 网 络 互 联 技 术 研 究 与 实 现,实 际 网 络 部 署 中 需 要 联 通 不 同 的 自 组 织 网 络 来 满 足 实 际 应 用 中 更 大 范 围 的 自 组 织 网 络 的 组 网 、 路 由 、 流 量 调 度 、 服 务 质 量 等 需 求 。,0
多 + 网 络 互 联 技 术 研 究 与 实 现,现 有 多 自 组 织 网 的 联 通 方 案 ， 通 常 采 用 自 组 织 局 域 网 与 广 域 互 联 网 融 合 组 网 的 方 式 。,0
多 + 网 络 互 联 技 术 研 究 与 实 现,通 过 与 广 域 网 的 融 合 ， 自 组 织 网 节 点 可 以 根 据 当 前 所 处 位 置 划 分 不 同 的 自 组 织 网 络 区 域 ， 进 行 局 部 自 组 织 网 络 构 建 ， 再 通 过 广 域 网 的 融 合 组 网 来 完 成 多 自 组 织 网 络 的 联 通 ， 实 现 多 自 组 织 网 络 的 合 并 组 网 与 部 署 。,0
多 + 网 络 互 联 技 术 研 究 与 实 现,本 文 关 注 自 组 织 网 络 与 广 域 网 络 融 合 组 网 环 境 下 的 路 由 优 化 问 题 ， 主 要 进 行 的 研 究 工 作 内 容 如 下 ： 1 分 析 现 有 的 多 种 路 由 表 压 缩 优 化 算 法 ， 包 括 硬 件 设 备 压 缩 、 软 件 算 法 压 缩 两 大 类 ， 研 究 其 压 缩 原 理 以 及 对 路 由 行 为 的 影 响 。,0
多 + 网 络 互 联 技 术 研 究 与 实 现,2 分 析 现 有 的 多 种 无 线 自 组 织 网 络 多 径 路 由 方 法 ， 包 括 了 备 用 路 由 技 术 以 及 按 需 查 找 技 术 ， 研 究 多 径 路 由 机 制 实 现 原 理 。,0
多 + 网 络 互 联 技 术 研 究 与 实 现,3 分 析 边 界 网 关 协 议 运 行 原 理 以 及 关 键 参 数 的 设 置 。,0
多 + 网 络 互 联 技 术 研 究 与 实 现,分 析 优 化 链 路 状 态 路 由 协 议 的 运 行 原 理 以 及 数 据 包 格 式 和 相 关 数 据 存 储 信 息 。,0
多 + 网 络 互 联 技 术 研 究 与 实 现,4 采 用 仿 真 软 件 ， 对 融 合 组 网 优 化 方 案 进 行 仿 真 ， 比 较 在 网 络 拥 塞 情 况 下 ， 本 文 设 计 优 化 路 由 方 案 与 现 有 传 统 协 议 以 及 - 、 多 径 路 由 协 议 的 表 现 。,0
多 + 网 络 互 联 技 术 研 究 与 实 现,经 过 仿 真 实 验 对 比 ， 本 文 所 设 计 的 融 合 组 网 优 化 方 案 在 内 部 自 组 网 设 备 路 由 表 规 模 控 制 以 及 边 界 路 由 器 拥 塞 管 理 方 面 ， 有 着 比 已 有 路 由 表 压 缩 算 法 如 以 及 多 径 路 由 协 议 更 好 的 性 能 。,0
多 + 网 络 互 联 技 术 研 究 与 实 现,提 出 一 种 在 无 线 自 组 网 与 广 域 网 融 合 环 境 下 的 路 由 表 分 担 方 案 ， 以 缩 减 路 由 表 规 模 ， 提 升 路 由 效 率 。,1
多 + 网 络 互 联 技 术 研 究 与 实 现,提 出 一 种 结 合 网 络 拥 塞 度 的 动 态 多 径 路 由 技 术 ， 实 现 局 部 自 组 网 与 外 部 广 域 网 的 并 发 多 径 互 联 。,1
多 + 网 络 互 联 技 术 研 究 与 实 现,设 计 了 - 互 联 优 化 方 案 ， 从 两 个 层 次 完 成 自 组 织 网 络 与 广 域 网 融 合 组 网 的 优 化 ， 第 一 层 在 尽 可 能 不 改 动 现 有 无 线 自 组 织 网 络 内 部 路 由 协 议 的 前 提 下 ， 通 过 对 边 界 网 关 路 由 器 的 协 议 优 化 来 提 升 自 组 网 处 理 拥 塞 流 量 的 能 力 ； 第 二 层 通 过 对 整 个 无 线 自 组 网 设 备 的 协 议 优 化 来 实 现 对 外 部 广 域 网 的 多 径 路 由 。,1
多 介 质 启 动 型 内 核 劫 持 技 术 的 研 究 与 实 现,恶 意 代 码 的 植 入 和 隐 藏 技 术 一 直 是 信 息 安 全 界 关 注 的 重 点 。,0
多 介 质 启 动 型 内 核 劫 持 技 术 的 研 究 与 实 现,随 着 攻 击 技 术 的 不 断 提 高 ， 恶 意 代 码 植 入 和 隐 藏 层 面 从 最 初 的 系 统 应 用 层 上 升 到 内 核 层 。,0
多 介 质 启 动 型 内 核 劫 持 技 术 的 研 究 与 实 现,近 年 来 ， 攻 击 者 在 计 算 机 启 动 流 程 的 初 始 阶 段 就 能 实 现 恶 意 代 码 的 植 入 。,0
多 介 质 启 动 型 内 核 劫 持 技 术 的 研 究 与 实 现,对 于 计 算 机 系 统 安 全 而 言 ， 及 时 准 确 的 检 测 到 恶 意 代 码 的 存 在 是 其 核 心 工 作 之 一 。,0
多 介 质 启 动 型 内 核 劫 持 技 术 的 研 究 与 实 现,而 现 有 的 安 全 检 测 方 法 主 要 作 用 于 系 统 启 动 之 后 ， 不 能 有 效 检 测 在 系 统 初 始 启 动 阶 段 实 施 的 恶 意 代 码 植 入 过 程 。,0
多 介 质 启 动 型 内 核 劫 持 技 术 的 研 究 与 实 现,对 于 这 类 攻 击 方 法 的 检 测 ， 需 要 建 立 在 对 该 技 术 本 身 深 入 研 究 的 基 础 之 上 ， 为 此 本 文 对 近 年 来 具 有 代 表 性 的 启 动 型 代 码 植 入 和 隐 藏 原 型 进 行 了 深 入 的 研 究 ， 并 在 此 基 础 上 设 计 实 现 了 基 于 多 种 引 导 介 质 协 同 工 作 的 代 码 植 入 和 隐 藏 原 型 。,0
多 介 质 启 动 型 内 核 劫 持 技 术 的 研 究 与 实 现,在 对 多 种 启 动 型 恶 意 代 码 植 入 方 式 对 比 分 析 后 ， 提 出 了 计 算 机 系 统 应 对 此 类 攻 击 的 防 御 策 略 。,0
多 介 质 启 动 型 内 核 劫 持 技 术 的 研 究 与 实 现,本 文 主 要 从 以 下 几 个 方 面 来 开 展 研 究 工 作 ： 1 、 对 系 统 的 启 动 机 制 进 行 研 究 ， 包 括 系 统 加 电 时 的 工 作 流 程 和 操 作 系 统 各 启 动 模 块 的 工 作 流 程 。,0
多 介 质 启 动 型 内 核 劫 持 技 术 的 研 究 与 实 现,通 过 实 现 光 盘 的 可 引 导 化 架 构 ， 将 执 行 模 块 布 局 在 光 盘 的 引 导 扇 区 。,0
多 介 质 启 动 型 内 核 劫 持 技 术 的 研 究 与 实 现,系 统 启 动 时 ， 对 光 盘 引 导 流 程 进 行 劫 持 ， 转 移 中 断 调 用 的 入 口 地 址 ， 布 置 操 作 系 统 启 动 流 程 劫 持 环 境 。,0
多 介 质 启 动 型 内 核 劫 持 技 术 的 研 究 与 实 现,然 后 释 放 操 作 系 统 启 动 劫 持 模 块 ， 最 后 调 用 原 始 将 控 制 权 转 移 给 系 统 磁 盘 ， 开 始 操 作 系 统 的 启 动 流 程 。,0
多 介 质 启 动 型 内 核 劫 持 技 术 的 研 究 与 实 现,在 对 操 作 系 统 启 动 流 程 进 行 劫 持 的 过 程 中 ， 通 过 链 式 劫 持 的 方 式 对 各 个 启 动 模 块 进 行 劫 持 ， 传 递 系 统 控 制 权 直 到 加 载 自 定 义 的 内 核 驱 动 模 块 。,0
多 介 质 启 动 型 内 核 劫 持 技 术 的 研 究 与 实 现,本 原 型 的 动 态 释 放 位 于 系 统 启 动 之 前 ， 可 以 有 效 对 抗 安 全 软 件 动 态 主 动 防 御 ， 并 且 原 型 执 行 过 程 不 会 修 改 系 统 磁 盘 原 有 结 构 ， 因 此 也 能 有 效 对 抗 安 全 软 件 静 态 扫 描 分 析 。,0
多 介 质 启 动 型 内 核 劫 持 技 术 的 研 究 与 实 现,在 此 基 础 上 ， 对 现 有 基 于 单 引 导 介 质 的 启 动 型 内 核 劫 持 原 型 进 行 深 入 的 研 究 ， 总 结 出 了 这 些 原 型 的 技 术 特 点 和 面 对 现 有 主 流 安 全 防 御 软 件 时 所 存 在 的 两 个 主 要 不 足 ： 不 能 有 效 对 抗 安 全 软 件 的 动 态 主 动 防 御 和 静 态 磁 盘 扫 描 分 析 。,1
多 介 质 启 动 型 内 核 劫 持 技 术 的 研 究 与 实 现,2 、 针 对 单 引 导 介 质 下 原 型 所 存 在 的 问 题 ， 设 计 实 现 了 基 于 多 种 引 导 介 质 协 同 工 作 的 启 动 型 内 核 劫 持 原 型 。,1
多 介 质 启 动 型 内 核 劫 持 技 术 的 研 究 与 实 现,3 、 在 对 多 种 启 动 型 内 核 劫 持 原 型 深 入 分 析 的 基 础 上 ， 研 究 计 算 机 系 统 遭 受 此 类 攻 击 的 问 题 根 源 ， 总 结 现 有 计 算 机 系 统 在 启 动 架 构 上 的 不 足 ， 提 出 针 对 这 种 攻 击 手 段 的 防 御 策 略 。,1
多 变 量 公 钥 密 码 体 制 的 等 量 关 系 研 究 与 应 用,密 码 技 术 对 于 现 代 社 会 通 信 的 安 全 至 关 重 要 。,0
多 变 量 公 钥 密 码 体 制 的 等 量 关 系 研 究 与 应 用,然 而 ， 随 着 对 量 子 密 码 算 法 以 及 量 子 计 算 机 研 究 的 加 深 ， 传 统 公 钥 密 码 的 方 案 的 安 全 性 受 到 了 恶 劣 的 影 响 。,0
多 变 量 公 钥 密 码 体 制 的 等 量 关 系 研 究 与 应 用,多 变 量 公 钥 密 码 系 统 作 为 替 代 传 统 公 钥 密 码 系 统 ， 能 够 推 动 抗 量 子 攻 击 密 码 算 法 的 应 用 研 究 。,0
多 变 量 公 钥 密 码 体 制 的 等 量 关 系 研 究 与 应 用,而 等 量 关 系 应 用 到 多 变 量 密 码 系 统 中 ， 最 主 要 的 是 可 以 有 效 降 低 Ä 基 方 法 求 解 的 计 算 复 杂 度 ， 对 多 变 量 公 钥 密 码 系 统 的 研 究 与 发 展 有 重 大 的 意 义 。,0
多 变 量 公 钥 密 码 体 制 的 等 量 关 系 研 究 与 应 用,如 果 原 始 的 体 制 中 存 在 线 性 化 方 程 这 种 等 量 关 系 ， 那 么 这 种 新 拓 展 的 多 变 量 公 钥 密 码 方 案 中 必 存 在 二 次 化 方 程 这 种 等 量 关 系 。,0
多 变 量 公 钥 密 码 体 制 的 等 量 关 系 研 究 与 应 用,找 到 所 有 的 满 足 条 件 的 二 次 化 方 程 ， 结 合 Ä 基 方 法 能 找 到 合 法 密 文 相 对 应 的 明 文 。,0
多 变 量 公 钥 密 码 体 制 的 等 量 关 系 研 究 与 应 用,在 该 方 案 中 ， 中 心 映 射 借 鉴 了 ` - 可 逆 循 环 密 码 体 制 中 心 映 射 的 设 计 方 法 ， 同 时 结 合 了 多 项 式 扰 动 和 醋 变 量 的 方 法 去 避 免 中 心 映 射 中 等 量 关 系 的 产 生 。,0
多 变 量 公 钥 密 码 体 制 的 等 量 关 系 研 究 与 应 用,通 过 设 定 合 适 的 参 数 ， 可 以 使 得 这 个 利 用 醋 变 量 增 强 的 ` - 可 逆 循 环 签 名 体 制 能 够 抵 御 直 接 攻 击 ， 差 分 攻 击 和 所 有 已 知 的 等 量 关 系 攻 击 。,0
多 变 量 公 钥 密 码 体 制 的 等 量 关 系 研 究 与 应 用,3 . 上 述 中 的 安 全 性 分 析 和 新 体 制 设 计 都 在 上 进 行 了 模 拟 实 验 ， 从 而 通 过 计 算 机 实 验 证 实 了 理 论 分 析 的 正 确 性 。,0
多 变 量 公 钥 密 码 体 制 的 等 量 关 系 研 究 与 应 用,本 文 的 主 要 工 作 内 容 和 创 新 如 下 ： 1 . 本 文 针 对 新 提 出 的 拓 展 的 多 变 量 公 钥 密 码 体 制 进 行 了 安 全 性 分 析 ， 这 种 方 案 是 被 用 来 改 进 有 缺 陷 的 多 变 量 公 钥 密 码 体 制 的 。,1
多 变 量 公 钥 密 码 体 制 的 等 量 关 系 研 究 与 应 用,2 . 本 文 提 出 了 一 种 新 的 能 够 抵 抗 等 量 关 系 或 等 量 关 系 方 程 攻 击 的 数 字 签 名 方 案 。,1
多 姿 态 人 脸 识 别 的 研 究 与 实 现,随 着 当 今 社 会 的 信 息 化 程 度 提 高 ， 通 过 对 人 脸 特 征 进 行 提 取 从 而 实 现 人 脸 识 别 受 到 社 会 的 广 泛 关 注 。,0
多 姿 态 人 脸 识 别 的 研 究 与 实 现,目 前 人 脸 识 别 在 公 共 安 全 、 多 媒 体 、 以 及 身 份 认 证 等 领 域 都 有 广 泛 的 应 用 。,0
多 姿 态 人 脸 识 别 的 研 究 与 实 现,虽 然 目 前 人 脸 识 别 在 控 制 条 件 下 具 有 较 高 的 识 别 率 ， 但 是 当 面 对 实 际 生 活 的 应 用 场 景 中 的 不 可 控 因 素 ， 例 如 ： 视 角 、 姿 态 、 光 照 等 等 ， 目 前 的 人 脸 识 别 方 法 仍 然 无 法 满 足 这 些 应 用 需 求 ， 其 识 别 率 会 急 剧 下 降 。,0
多 姿 态 人 脸 识 别 的 研 究 与 实 现,要 将 人 脸 识 别 在 实 际 的 场 景 当 中 应 用 开 来 ， 人 脸 的 姿 态 变 化 是 最 常 见 的 不 可 控 制 的 因 素 之 一 。,0
多 姿 态 人 脸 识 别 的 研 究 与 实 现,本 文 基 于 回 归 实 现 人 脸 的 预 测 模 型 ， 从 而 可 以 自 动 实 现 人 脸 的 多 姿 态 人 脸 矫 正 ， 从 而 得 到 预 测 的 正 脸 ， 并 且 本 文 在 对 转 正 以 后 的 人 脸 进 行 图 像 上 的 修 复 ， 从 而 可 以 得 到 一 个 更 加 贴 近 于 真 实 正 脸 的 合 成 正 脸 。,0
多 姿 态 人 脸 识 别 的 研 究 与 实 现,本 文 主 要 工 作 是 在 实 现 将 多 姿 态 人 脸 矫 正 成 正 脸 ， 在 对 人 脸 合 成 的 基 础 上 进 一 步 对 人 脸 进 行 修 复 ， 从 而 得 到 更 加 贴 近 于 真 实 的 人 脸 ， 最 后 根 据 转 正 以 后 的 人 脸 实 现 多 姿 态 人 脸 识 别 系 统 。,0
多 姿 态 人 脸 识 别 的 研 究 与 实 现,非 配 合 人 员 或 复 杂 环 境 下 采 集 到 的 人 脸 和 在 标 准 环 境 下 面 获 得 人 脸 有 很 大 的 区 别 ， 这 样 就 导 致 在 后 期 进 行 人 脸 识 别 工 作 有 较 大 的 困 难 。,0
多 姿 态 人 脸 识 别 的 研 究 与 实 现,本 文 设 计 将 单 张 多 姿 态 人 脸 转 成 正 脸 。,0
多 姿 态 人 脸 识 别 的 研 究 与 实 现,通 过 模 型 训 练 得 到 人 脸 轮 廓 特 征 点 的 预 测 模 型 ， 通 过 基 于 三 角 形 模 型 的 分 段 仿 射 变 化 实 现 人 脸 的 纹 理 覆 盖 。,0
多 姿 态 人 脸 识 别 的 研 究 与 实 现,通 过 该 方 法 可 以 自 动 实 现 多 姿 态 人 脸 转 正 ， 得 到 一 张 近 似 正 脸 图 片 。,0
多 姿 态 人 脸 识 别 的 研 究 与 实 现,本 文 设 计 基 于 近 似 奇 偶 对 称 性 的 方 法 。,0
多 姿 态 人 脸 识 别 的 研 究 与 实 现,根 据 人 脸 的 近 似 对 称 的 特 性 在 对 人 脸 重 构 时 利 用 人 脸 近 似 对 称 性 。,0
多 姿 态 人 脸 识 别 的 研 究 与 实 现,在 人 脸 细 节 部 分 利 用 近 似 来 进 行 修 正 ， 从 而 可 以 解 决 由 于 多 姿 态 人 脸 造 成 的 像 素 缺 失 对 正 脸 的 干 扰 。,0
多 姿 态 人 脸 识 别 的 研 究 与 实 现,实 验 证 明 该 方 法 可 以 有 效 克 服 像 素 缺 失 造 成 的 干 扰 ， 从 而 提 高 识 别 率 。,0
